FACTOR,FACTOR,FACTOR,FACTOR,FACTOR,FACTOR,FACTOR,FACTOR,FACTOR,CLASS
VATB_YEAST,0.44,0.35,0.55,0.14,0.5,0,0.52,0.22,0
VATL_YEAST,0.73,0.59,0.35,0.15,0.5,0,0.54,0.22,0
VATE_YEAST,0.6,0.37,0.52,0.15,0.5,0,0.55,0.26,0
VATC_YEAST,0.64,0.61,0.56,0.15,0.5,0,0.54,0.22,0
VATX_YEAST,0.48,0.58,0.58,0.12,0.5,0,0.49,0.22,0
VATF_YEAST,0.65,0.58,0.53,0.21,0.5,0,0.51,0.22,0
VATD_YEAST,0.48,0.49,0.49,0.26,0.5,0,0.39,0.27,0
VPH1_YEAST,0.57,0.54,0.32,0.15,0.5,0,0.52,0.25,0
VM12_YEAST,0.4,0.36,0.32,0.16,0.5,0,0.51,0.27,0
VPS1_YEAST,0.5,0.55,0.52,0.16,0.5,0,0.51,0.31,0
VP15_YEAST,0.65,0.63,0.47,0.22,0.5,0,0.52,0.27,0
VP16_YEAST,0.41,0.48,0.51,0.2,0.5,0,0.51,0.22,0
VP17_YEAST,0.25,0.4,0.54,0.16,0.5,0,0.43,0.22,0
YP51_YEAST,0.63,0.56,0.52,0.21,0.5,0,0.5,0.22,0
SLP1_YEAST,0.56,0.68,0.42,0.36,0.5,0,0.49,0.22,0
VP34_YEAST,0.57,0.47,0.48,0.17,0.5,0,0.52,0.26,0
VP45_YEAST,0.46,0.52,0.51,0.13,0.5,0,0.47,0.22,0
VRP1_YEAST,0.5,0.4,0.57,0.17,0.5,0,0.59,0.22,0
OSTB_YEAST,0.78,0.71,0.35,0.25,0.5,0,0.49,0.22,0
XRS2_YEAST,0.64,0.56,0.52,0.17,0.5,0,0.54,0.47,1
YAA7_YEAST,1,0.8,0.29,0.36,0.5,0,0.52,0.22,0
YAB1_YEAST,0.51,0.39,0.56,0.55,0.5,0,0.46,0.64,0
YAB8_YEAST,0.69,0.66,0.36,0.09,0.5,0,0.56,0.22,0
YAB9_YEAST,0.4,0.45,0.45,0.15,0.5,0,0.53,0.48,1
YAC2_YEAST,0.49,0.53,0.36,0.15,0.5,0,0.52,0.27,0
YAE2_YEAST,0.39,0.63,0.41,0.27,0.5,0,0.49,0.22,0
YAF1_YEAST,0.45,0.51,0.43,0.22,0.5,0,0.57,0.22,1
YAF3_YEAST,0.77,0.78,0.27,0.37,0.5,0,0.49,0.22,0
YAG3_YEAST,0.88,0.75,0.41,0.36,0.5,0,0.43,0.22,0
YAG7_YEAST,0.49,0.49,0.4,0.2,0.5,0,0.48,0.26,0
PDR4_YEAST,0.57,0.53,0.6,0.28,0.5,0,0.52,0.45,1
AP17_YEAST,0.53,0.52,0.49,0.27,0.5,0,0.51,0.22,0
AP19_YEAST,0.5,0.47,0.56,0.31,0.5,0,0.56,0.26,0
YAP3_YEAST,0.71,0.79,0.41,0.38,0.5,0,0.54,0.22,0
AP54_YEAST,0.33,0.49,0.46,0.22,0.5,0,0.53,0.33,0
ADB1_YEAST,0.47,0.41,0.46,0.18,0.5,0,0.53,0.22,0
CACM_YEAST,0.45,0.39,0.46,0.29,0.5,0,0.42,0.22,0
FMT_YEAST,0.59,0.56,0.5,0.48,0.5,0,0.46,0.22,0
YBC4_YEAST,0.32,0.3,0.57,0.38,0.5,0,0.5,0.25,1
YBE2_YEAST,0.26,0.3,0.37,0.15,0.5,0,0.53,0.25,0
YBG6_YEAST,0.28,0.41,0.46,0.18,0.5,0,0.47,0.39,1
YBI8_YEAST,0.45,0.5,0.43,0.16,0.5,0,0.52,0.28,0
RL3P_YEAST,0.24,0.25,0.57,0.28,0.5,0,0.51,0.11,0
MRF1_YEAST,0.46,0.61,0.55,0.29,0.5,0,0.49,0.22,0
YBT6_YEAST,0.54,0.44,0.38,0.22,0.5,0,0.54,0.3,0
YBY2_YEAST,0.22,0.53,0.36,0.22,0.5,0,0.54,0.31,0
YB00_YEAST,0.25,0.41,0.47,0.14,0.5,0,0.56,0.68,1
YB30_YEAST,0.43,0.41,0.37,0.18,0.5,0,0.54,0.31,0
YB32_YEAST,0.4,0.44,0.47,0.25,0.5,0,0.54,0.56,1
YB33_YEAST,0.46,0.59,0.38,0.12,0.5,0,0.5,0.22,0
YB37_YEAST,0.8,0.82,0.4,0.31,0.5,0,0.57,0.25,0
YB48_YEAST,0.29,0.39,0.46,0.36,0.5,0,0.51,0.22,1
YB54_YEAST,0.4,0.4,0.43,0.19,0.5,0.83,0.48,0.22,0
YB72_YEAST,0.57,0.52,0.46,0.2,0.5,0.83,0.52,0.41,0
YB91_YEAST,0.43,0.6,0.4,0.12,0.5,0,0.49,0.29,0
YB8E_YEAST,0.56,0.71,0.47,0.21,0.5,0,0.52,0.22,0
YB8G_YEAST,0.65,0.62,0.26,0.33,0.5,0,0.55,0.22,0
YB8I_YEAST,0.77,0.7,0.37,0.12,0.5,0,0.49,0.26,0
YCFI_YEAST,0.47,0.61,0.32,0.27,0.5,0,0.5,0.3,0
YCK1_YEAST,0.71,0.51,0.49,0.23,0.5,0,0.3,0.32,0
YCK2_YEAST,0.59,0.48,0.49,0.49,0.5,0,0.36,0.32,0
YCA9_YEAST,0.58,0.63,0.52,0.7,0.5,0,0.46,0.22,0
YCD8_YEAST,0.3,0.68,0.41,0.17,0.5,0,0.51,0.22,0
YCG9_YEAST,0.74,0.73,0.32,0.2,0.5,0,0.55,0.22,0
YCH0_YEAST,0.55,0.35,0.36,0.29,0.5,0,0.51,0.22,0
YCQ0_YEAST,0.35,0.32,0.31,0.16,0.5,0,0.56,0.22,0
YCQ7_YEAST,0.67,0.61,0.39,0.24,0.5,0,0.51,0.22,0
YCR3_YEAST,0.69,0.57,0.39,0.19,0.5,0,0.48,0.39,0
SYN_YEAST,0.47,0.41,0.53,0.27,0.5,0,0.47,0.25,0
YCR8_YEAST,0.39,0.56,0.34,0.18,0.5,0,0.49,0.22,0
YCS4_YEAST,0.51,0.38,0.42,0.21,0.5,0,0.46,0.34,0
YCT8_YEAST,0.32,0.45,0.39,0.14,0.5,0,0.45,0.22,0
YCV1_YEAST,0.75,0.73,0.35,0.33,0.5,0,0.49,0.28,0
YCW2_YEAST,0.54,0.54,0.56,0.18,0.5,0,0.46,0.29,1
YCX9_YEAST,0.71,0.64,0.42,0.28,0.5,0,0.43,0.22,0
YCY8_YEAST,0.28,0.48,0.36,0.16,0.5,0,0.53,0.22,0
YCZ6_YEAST,0.58,0.44,0.45,0.32,0.5,0,0.52,0.37,1
YD66_YEAST,0.52,0.65,0.36,0.26,0.5,0,0.44,0.22,0
MAS5_YEAST,0.64,0.44,0.56,0.15,0.5,0,0.56,0.22,0
EF3_YEAST,0.48,0.58,0.47,0.17,0.5,0,0.53,0.74,0
YEA6_YEAST,0.42,0.71,0.45,0.15,0.5,0,0.48,0.22,0
YEP0_YEAST,0.38,0.37,0.36,0.14,0.5,0,0.54,0.22,0
YE14_YEAST,0.4,0.4,0.44,0.37,0.5,0,0.53,0.25,1
YGL1_YEAST,0.38,0.56,0.38,0.16,0.5,0,0.53,0.22,0
YGP1_YEAST,0.8,0.79,0.43,0.25,0.5,0,0.52,0.22,0
YHA8_YEAST,0.63,0.65,0.42,0.18,0.5,0,0.54,0.27,0
YHA9_YEAST,0.47,0.4,0.63,0.19,0.5,0,0.52,0.32,1
YHB7_YEAST,0.83,0.94,0.32,0.21,0.5,0,0.51,0.22,0
YHC6_YEAST,0.61,0.76,0.3,0.16,0.5,0,0.45,0.41,0
RIMI_YEAST,0.33,0.38,0.47,0.14,0.5,0,0.51,0.47,1
YHD5_YEAST,0.38,0.67,0.33,0.17,0.5,0,0.51,0.22,0
YHE0_YEAST,0.39,0.33,0.33,0.23,0.5,0,0.47,0.22,0
YHF0_YEAST,0.5,0.63,0.45,0.13,0.5,0,0.45,0.32,0
YHG2_YEAST,0.2,0.6,0.5,0.29,0.5,0,0.51,0.22,0
YHI7_YEAST,0.29,0.26,0.43,0.17,0.5,0,0.55,0.3,0
YHJ2_YEAST,0.51,0.46,0.41,0.36,0.5,0,0.49,0.22,0
YHK5_YEAST,0.92,0.66,0.52,0.23,0.5,0,0.53,0.22,0
YHK8_YEAST,0.49,0.56,0.37,0.2,0.5,0,0.53,0.22,0
YHN8_YEAST,0.86,0.78,0.34,0.15,0.5,0,0.53,0.22,0
YHP0_YEAST,0.38,0.44,0.57,0.14,0.5,0,0.53,0.52,1
YHQ1_YEAST,0.72,0.73,0.41,0.28,0.5,0,0.44,0.22,0
YHR0_YEAST,0.8,0.73,0.47,0.19,0.5,0,0.49,0.22,0
YHT3_YEAST,0.49,0.55,0.35,0.23,0.5,0,0.57,0.22,0
YHU0_YEAST,0.63,0.71,0.44,0.53,0.5,0,0.52,0.22,0
YHU2_YEAST,0.6,0.68,0.3,0.27,0.5,0,0.55,0.22,0
YHX8_YEAST,0.4,0.43,0.49,0.17,0.5,0,0.51,0.36,1
YHY0_YEAST,0.82,0.63,0.47,0.18,0.5,0,0.5,0.22,0
YHY1_YEAST,0.77,0.68,0.35,0.19,0.5,0,0.53,0.43,0
YIA6_YEAST,0.51,0.59,0.46,0.13,0.5,0,0.48,0.22,0
YIB3_YEAST,0.52,0.46,0.34,0.2,0.5,0,0.51,0.25,0
YIF2_YEAST,0.47,0.5,0.6,0.63,0.5,0,0.38,0.16,0
YIG3_YEAST,0.34,0.24,0.51,0.15,0.5,0,0.54,0.4,1
YIN0_YEAST,0.35,0.29,0.46,0.14,0.5,0,0.54,0.66,1
YIN4_YEAST,0.58,0.67,0.49,0.16,0.5,0,0.47,0.28,0
YIR3_YEAST,0.85,0.85,0.3,0.31,0.5,0,0.55,0.42,0
YKJ5_YEAST,0.36,0.48,0.61,0.26,0.5,0,0.5,0.16,1
YKA5_YEAST,0.41,0.25,0.59,0.44,0.5,0,0.6,0.69,1
YKA8_YEAST,0.3,0.37,0.4,0.45,0.5,0,0.48,0.41,0
MAOX_YEAST,0.57,0.59,0.49,0.86,0.5,0,0.47,0.22,1
YKD8_YEAST,0.38,0.4,0.39,0.19,0.5,0,0.46,0.62,1
YKE6_YEAST,0.77,0.74,0.37,0.29,0.5,0,0.45,0.22,0
TCTP_YEAST,0.47,0.38,0.58,0.19,0.5,0,0.57,0.22,0
PMT_YEAST,0.5,0.61,0.44,0.2,0.5,0,0.49,0.22,0
YKM9_YEAST,0.41,0.45,0.46,0.23,0.5,0,0.5,0.7,0
YKN4_YEAST,0.46,0.62,0.46,0.54,0.5,0,0.51,0.27,0
YKS8_YEAST,0.74,0.75,0.45,0.44,0.5,0,0.52,0.22,0
ACP_YEAST,0.52,0.53,0.58,0.69,0.5,0,0.5,0.22,0
YKW2_YEAST,0.41,0.47,0.5,0.14,0.5,0,0.53,0.37,1
YKY8_YEAST,0.25,0.4,0.52,0.15,0.5,0,0.56,0.28,1
YK44_YEAST,0.58,0.56,0.38,0.39,0.5,0,0.54,0.57,1
YK68_YEAST,0.32,0.29,0.29,0.08,0.5,0,0.52,0.22,0
RL13_YEAST,0.38,0.48,0.57,0.3,0.5,0,0.41,0.11,0
YMC1_YEAST,0.39,0.58,0.47,0.18,0.5,0,0.48,0.22,0
YMC2_YEAST,0.38,0.47,0.47,0.18,0.5,0,0.44,0.26,0
Y0_YEAST,0.63,0.57,0.5,0.48,0.5,0,0.51,0.22,0
RMR3_YEAST,0.51,0.45,0.62,0.25,0.5,0,0.59,0.22,0
YOX1_YEAST,0.59,0.67,0.54,0.19,0.5,0,0.48,0.6,1
YPT1_YEAST,0.6,0.61,0.54,0.11,0.5,0,0.46,0.22,0
YP52_YEAST,0.48,0.61,0.57,0.17,0.5,0,0.45,0.22,0
YP53_YEAST,0.71,0.5,0.5,0.18,0.5,0,0.46,0.22,0
YPT7_YEAST,0.61,0.48,0.54,0.25,0.5,0,0.5,0.22,0
R29A_YEAST,0.38,0.32,0.64,0.41,0.5,0,0.44,0.11,0
R29B_YEAST,0.38,0.4,0.66,0.35,0.5,0,0.43,0.11,0
YUR1_YEAST,0.81,0.62,0.43,0.17,0.5,0,0.53,0.22,0
ZIP1_YEAST,0.47,0.43,0.61,0.4,0.5,0,0.48,0.47,1
ZNRP_YEAST,0.67,0.57,0.36,0.19,0.5,0,0.56,0.22,0
ZUO1_YEAST,0.43,0.4,0.6,0.16,0.5,0,0.53,0.39,1
G6PD_YEAST,0.65,0.54,0.54,0.13,0.5,0,0.53,0.22,0
